Слесарь по КИПИА,40000,,RUR,Ижевск,2022-12-26T12:24:58+0300
"Старший разработчик 1C, направление ЗУП",,,,Москва,2022-12-26T12:11:17+0300
Токарь,,,,Томск,2022-12-26T12:32:23+0300
Преподаватель программирования C# dot net MVC (удаленно),400000,600000,KZT,Алматы,2022-12-26T12:16:31+0300
Инженер-механик,55000,150000,RUR,Сосновый Бор (Ленинградская область),2022-12-26T12:38:52+0300
Фрезеровщик,45000,,RUR,Ижевск,2022-12-26T12:24:37+0300
"Программист-разработчик 1С: Предприятие 8.3, конфигурация 1С ERP 2.4 (г. Химки)",180000,,RUR,Москва,2022-12-26T12:40:03+0300
Frontend-разработчик (Angular),,,,Ростов-на-Дону,2022-12-26T12:11:24+0300
Сервисный инженер (обслуживание и ремонт спецтехники),80000,,RUR,Пермь,2022-12-26T12:47:47+0300
IOS Team Lead (Editor),,,,Черногория,2022-12-26T12:43:33+0300
Сервисный инженер,75000,150000,RUR,Сосновый Бор (Ленинградская область),2022-12-26T12:38:52+0300
Начальник Отдела разработки прикладного программного обеспечения,,,,Москва,2022-12-26T12:20:14+0300
Программист 1С,3500,,BYR,Минск,2022-12-26T12:45:39+0300
Продуктовый директор в кластер «Специалисты»,,,,Москва,2022-12-26T12:24:11+0300
Инженер по гарантии,30000,,RUR,Нижневартовск,2022-12-26T12:18:24+0300
Разработчик Bitrix (Корпоративный портал),,,,Санкт-Петербург,2022-12-26T12:50:44+0300
Администратор службы безопасности,,,,Москва,2022-12-26T12:25:22+0300
Главный эксперт по защите информации,45000,,RUR,Егорьевск,2022-12-26T12:10:53+0300
QA Automation engineer 1С,,,,Москва,2022-12-26T12:18:13+0300
Руководитель проекта (Дорожное строительство),,,,Челябинск,2022-12-26T12:21:48+0300
Разработчик PHP / Bitrix + Symfony (удалённо),,,,Москва,2022-12-26T12:40:11+0300
Начальник отдела развития Банковского Хранилища и систем построения отчетности,,,,Москва,2022-12-26T12:45:27+0300
Системный аналитик 1С,,,,Москва,2022-12-26T12:04:51+0300
Руководитель разработки (ТехЛид) Python/Django,,,,Москва,2022-12-26T12:59:34+0300
Старший продуктовый аналитик в команду «Поиск заказов»,250000,350000,RUR,Москва,2022-12-26T12:24:11+0300
Разработчик Eclipse,,,,Москва,2022-12-26T12:21:43+0300
Аналитик-консультант 1C: ERP,,,,Москва,2022-12-26T12:04:25+0300
Инженер внедрения,,,,Москва,2022-12-26T12:09:25+0300
Руководитель отдела консалтинга,110000,,RUR,Ижевск,2022-12-26T12:51:12+0300
Наладчик автоматических линий и агрегатных станков,43000,,RUR,Барнаул,2022-12-26T12:07:42+0300
Разработчик ЦФТ-Банк (поддержка проектов),,,,Новосибирск,2022-12-26T12:28:03+0300
Сервисный инженер / Специалист по ремонту складского оборудования (север Москвы и МО),,,,Москва,2022-12-26T12:02:06+0300
Bitrix разработчик,90000,,RUR,Москва,2022-12-26T12:11:20+0300
Ведущий инженер по информационной безопасности,120000,,RUR,Москва,2022-12-26T12:17:53+0300
Программист 1C (разработка),,,,Москва,2022-12-26T12:24:05+0300
Системный архитектор,,,,Москва,2022-12-26T12:26:51+0300
Эксперт по телекоммуникационному оборудованию и системам связи/Commissioning Telecom Engineer,,,,Москва,2022-12-26T12:20:51+0300
QA Intern - Automation testing,,,,Астана,2022-12-26T12:41:50+0300
"Руководитель отдела разработки GameDev (MMORPG, Unreal Engine)",200000,,RUR,Москва,2022-12-26T12:59:09+0300
Инженер внедрения IDM,,,,Москва,2022-12-26T12:29:28+0300
Руководитель проектов по автоматизации на 1С (промышленные предприятия),,,,Москва,2022-12-26T12:04:24+0300
Senior Data Scientist (WAF),,,,Томск,2022-12-26T12:59:30+0300
Ведущий инженер-программист 1С,,,,Ярославль,2022-12-26T12:44:37+0300
"Senior Frontend Developer (Accounts Team, Remote)",,,,Москва,2022-12-26T12:07:36+0300
DevOps инженер (Senior\Middle),,,,Владивосток,2022-12-26T12:52:35+0300
Инженер по внедрению SIEM,,,,Санкт-Петербург,2022-12-26T12:29:35+0300
Токарь,55000,75000,RUR,Елабуга,2022-12-26T12:52:39+0300
"Сервисный инженер (Ремонт смартфонов, планшетов, самокатов)",70000,120000,RUR,Москва,2022-12-26T12:21:40+0300
Заместитель Начальника отдела методологии и тарификации банковских операций,,,,Симферополь,2022-12-26T12:00:19+0300
Руководитель проекта (Дорожное строительство),,,,Екатеринбург,2022-12-26T12:21:53+0300
Монтажник связи,,,,Ухта,2022-12-26T12:39:03+0300
Проектировщик Информационных Систем,,,,Москва,2022-12-26T12:25:39+0300
"Автомеханик/автослесарь,Мастер СТО",70000,,RUR,Санкт-Петербург,2022-12-26T12:46:49+0300
Motion Designer (Effects),,,,Черногория,2022-12-26T12:46:33+0300
"Ведущий инженер в отдел сетевых, системных средств и связи",,90000,RUR,Санкт-Петербург,2022-12-26T12:26:36+0300
Маркетолог (в офис),65000,80000,RUR,Москва,2022-12-26T12:40:32+0300
Руководитель/Архитектор проектов 1С,100000,,RUR,Ижевск,2022-12-26T12:51:12+0300
Системный аналитик 1С,,,,Москва,2022-12-26T12:26:24+0300
Senior Data Scientist (WAF),,,,Нижний Новгород,2022-12-26T12:59:30+0300
Разработчик ЦФТ,,,,Казань,2022-12-26T12:03:28+0300
Главный специалист по защите информации (ТКУИ),,,,Москва,2022-12-26T12:25:40+0300
"Senior Frontend Developer (Accounts Team, Remote)",,,,Тбилиси,2022-12-26T12:07:36+0300
Senior/Middle PHP Developer (OpenStreetMap),,,,Москва,2022-12-26T12:59:27+0300
Токарь-фрезеровщик,,80000,RUR,Пермь,2022-12-26T12:10:50+0300
QA Automation engineer,,,,Москва,2022-12-26T12:36:45+0300
System Analyst,,,,Витебск,2022-12-26T12:55:19+0300
IOS Team Lead (Editor),,,,Кипр,2022-12-26T12:43:55+0300
Фрезеровщик,,,,Томск,2022-12-26T12:32:20+0300
Программист 1С,,200000,RUR,Санкт-Петербург,2022-12-26T12:05:15+0300
C++ Senior Security Developer,,,,Санкт-Петербург,2022-12-26T12:48:06+0300
Системный администратор,,,,Чебоксары,2022-12-26T12:03:29+0300
Motion Designer (Effects),,,,Черногория,2022-12-26T12:47:03+0300
C++ Team Lead,,,,Санкт-Петербург,2022-12-26T12:06:31+0300
Аналитик товарных запасов,,,,Москва,2022-12-26T12:40:57+0300
Токарь-расточник 4-6 разряд,46000,,RUR,Омск,2022-12-26T12:02:08+0300
Инженер-разработчик СВЧ-устройств (ПКД),,,,Москва,2022-12-26T12:25:39+0300
Главный инженер в строительную организацию,,,,Москва,2022-12-26T12:13:21+0300
Специалист технической поддержки,,100000,RUR,Москва,2022-12-26T12:22:15+0300
"Программист 1С (ЭДО, EDI)",180000,250000,RUR,Москва,2022-12-26T12:04:08+0300
Руководитель проекта (Дорожное строительство),,,,Самара,2022-12-26T12:21:34+0300
"Проектный бизнес-аналитик 1С (ERP, КА, УТ, ДО)",,,,Москва,2022-12-26T12:04:24+0300
Проектировщик информационных систем,,,,Москва,2022-12-26T12:25:19+0300
Content Motion Designer,,,,Сербия,2022-12-26T12:42:52+0300
"Ведущий инженер АСУ ТП Yokogawa (Centum, Prosafe, Stardom)",120000,,RUR,Казань,2022-12-26T12:10:55+0300
Руководитель проекта (Дорожное строительство),,,,Уфа,2022-12-26T12:21:40+0300
Программист-разработчик 1С (удаленно),80000,250000,RUR,Нижний Новгород,2022-12-26T12:02:39+0300
"Проектный бизнес-аналитик 1С (ERP, КА, УТ)",,,,Москва,2022-12-26T12:04:24+0300
Senior Unity Developer,,,,Москва,2022-12-26T12:47:49+0300
Продакт-менеджер,140000,,RUR,Москва,2022-12-26T12:45:25+0300
Content Motion Designer,,,,Армения,2022-12-26T12:43:04+0300
Токарь 4-6 разряда,46000,,RUR,Омск,2022-12-26T12:02:08+0300
Руководитель команды разработчиков 1С,,,,Екатеринбург,2022-12-26T12:15:22+0300
Разработчик FPGA,,,,Москва,2022-12-26T12:14:25+0300
Руководитель проекта (Дорожное строительство),,,,Казань,2022-12-26T12:21:44+0300
Специалист по продажам услуг,42200,,RUR,Калуга,2022-12-26T12:39:47+0300
DevOps Engineer,,,,Москва,2022-12-26T12:38:23+0300
Мастер по ремонту оборудования,,,,Северск (Томская область),2022-12-26T12:15:04+0300
.NET + Angular Developer,3000,,USD,Турция,2022-12-26T12:27:38+0300
Заместитель руководителя отдела SLA (1С проекты),,,,Москва,2022-12-26T12:04:24+0300
Специалист технической поддержки,45000,50000,RUR,Санкт-Петербург,2022-12-26T12:15:53+0300
Ведущий специалист по исследованиям СКЗИ,,,,Москва,2022-12-26T12:25:08+0300
Руководитель проектов по автоматизации строительных предприятий на 1С,,,,Москва,2022-12-26T12:04:24+0300
Руководитель проекта (Дорожное строительство),,,,Тюмень,2022-12-26T12:22:00+0300
Программист 1С,,,,Москва,2022-12-26T12:40:56+0300
"Программист 1С (ЭДО, EDI)",180000,250000,RUR,Санкт-Петербург,2022-12-26T12:04:05+0300
Старший инженер 1С,,70000,RUR,Иркутск,2022-12-26T12:55:06+0300
Senior C++ Developer,,,,Санкт-Петербург,2022-12-26T12:06:31+0300
"Ведущий разработчик 1С (ERP 2.5., ДО 2.1., БП 3.0.)",200000,,RUR,Москва,2022-12-26T12:10:44+0300
Инженер по направлению системы управления информационной безопасностью,,,,Москва,2022-12-26T12:17:37+0300
Automation QA Engineer (Mobile),,,,Минск,2022-12-26T12:33:13+0300
Руководитель проекта (Дорожное строительство),,,,Омск,2022-12-26T12:22:04+0300
Middle PHP Developer,,,,Минск,2022-12-26T12:50:44+0300
Дизайнер аксессуарной группы товаров ТМ FUNDAY,,,,Москва,2022-12-26T12:50:26+0300
Программист 1С,,,,Минск,2022-12-26T12:28:08+0300
Программист 1С,,,,Санкт-Петербург,2022-12-26T12:25:24+0300
Senior Golang developer (Авторизация),,,,Москва,2022-12-26T12:52:43+0300
Дизайнер мужской верхней одежды ТМ O'STIN,,,,Москва,2022-12-26T12:50:36+0300
Руководитель отдела разработки ПО (1С Проекты),,,,Москва,2022-12-26T12:04:24+0300
Senior Golang developer (Service Desk),,,,Москва,2022-12-26T12:53:00+0300
Специалист телефонных продаж,60000,,RUR,Москва,2022-12-26T12:09:45+0300
Разработчик 1C (middle),120000,,RUR,Москва,2022-12-26T12:06:18+0300
Разработчик 1C (middle),120000,,RUR,Санкт-Петербург,2022-12-26T12:06:18+0300
Дизайнер мужской одежды ТМ FUNDAY (Дизайнер),,,,Москва,2022-12-26T12:50:39+0300
"Проектный программист 1С ERP, УТ, ЗУП",,,,Москва,2022-12-26T12:04:24+0300
HTML-верстальщик,4000000,,UZS,Ташкент,2022-12-26T13:20:11+0300
QA Engineer,,,,Минск,2022-12-26T13:38:33+0300
Тестировщик web-сайтов,70000,,RUR,Москва,2022-12-26T13:49:12+0300
Веб-разработчик,,,,Гродно,2022-12-26T13:33:31+0300
Frontend Developer (React),150000,300000,RUR,Санкт-Петербург,2022-12-26T13:49:25+0300
Frontend Developer (React),150000,300000,RUR,Москва,2022-12-26T13:49:25+0300
Middle Frontend разработчик (ReactJS),,140000,RUR,Пенза,2022-12-26T13:38:09+0300
Тестировщик ПО,45000,,RUR,Калининград,2022-12-26T13:11:12+0300
Младший аналитик в консалтинг,,70000,RUR,Москва,2022-12-26T13:51:08+0300
Manual QA (Middle),60000,100000,RUR,Самара,2022-12-26T13:59:20+0300
Инженер-тестировщик,60000,,RUR,Москва,2022-12-26T13:19:31+0300
Разработчик Minecraft,60000,90000,RUR,Москва,2022-12-26T13:22:45+0300
"Разработчик Android приложения (junior, middle)",300000,800000,KZT,Алматы,2022-12-26T13:37:20+0300
Ведущий GIS аналитик,,,,Москва,2022-12-26T13:39:50+0300
Ученик оператора станков с ЧПУ,35000,,RUR,Тула,2022-12-26T13:17:49+0300
Web-разработчик,100000,200000,KZT,Павлодар,2022-12-26T13:48:01+0300
Специалист ИТ / системный администратор,60000,,RUR,Краснодар,2022-12-26T13:40:57+0300
Менеджер службы поддержки,35000,35000,RUR,Санкт-Петербург,2022-12-26T13:38:37+0300
Сервисный инженер,400000,,KZT,Усть-Каменогорск,2022-12-26T13:08:34+0300
Тестировщик банковских систем,,,,Москва,2022-12-26T13:18:53+0300
Специалист технической поддержки,90000,130000,RUR,Москва,2022-12-26T13:23:19+0300
GoLang разработчик,,,,Москва,2022-12-26T13:58:10+0300
Руководитель направления/Главный специалист математического моделирования и энергомоделирования,,,,Москва,2022-12-26T13:51:10+0300
Специалист по информационным технологиям,80000,,RUR,Вышний Волочек,2022-12-26T13:57:50+0300
Аналитик данных,,,,Новосибирск,2022-12-26T13:39:53+0300
3D Artist,,,,Москва,2022-12-26T13:41:10+0300
Графический дизайнер,90000,,RUR,Москва,2022-12-26T13:56:54+0300
Junior DevOps Инженер,,250000,RUR,Москва,2022-12-26T13:15:42+0300
Frontend-разработчик,,,,Москва,2022-12-26T13:38:45+0300
Копирайтер каталога,,,,Москва,2022-12-26T13:23:11+0300
Аналитик,77000,80000,RUR,Москва,2022-12-26T13:46:53+0300
Аналитик,220000,250000,RUR,Москва,2022-12-26T13:15:46+0300
Frontend-разработчик на Vue.js,,,,Москва,2022-12-26T13:38:35+0300
Контент-менеджер с функциями фотографа,50000,,RUR,Москва,2022-12-26T13:02:46+0300
Дизайнер,40000,,RUR,Нижний Новгород,2022-12-26T13:52:58+0300
Дизайнер,30000,50000,RUR,Кострома,2022-12-26T13:14:26+0300
Tech support / инженер технической поддержки,80000,,RUR,Тюмень,2022-12-26T13:04:21+0300
Директор по продажам (корма для домашних животных),150000,250000,RUR,Санкт-Петербург,2022-12-26T13:05:58+0300
Машинист ДЭС,80000,100000,RUR,Мурманск,2022-12-26T13:44:37+0300
Руководитель проектов,200000,900000,RUR,Москва,2022-12-26T13:54:54+0300
Администратор сайта/ маркетолог,80000,100000,RUR,Красногорск,2022-12-26T13:38:38+0300
Сборщик-тестировщик (собственное производство),,,,Москва,2022-12-26T13:05:16+0300
Ученик инженера / Ресторанный техник,75000,,RUR,Москва,2022-12-26T13:20:03+0300
Младший системный администратор / сервисный инженер,50000,55000,RUR,Москва,2022-12-26T13:15:49+0300
Помощник системного администратора,30000,30000,RUR,Москва,2022-12-26T13:04:39+0300
Data Partner,,,,Алматы,2022-12-26T13:31:39+0300
Системный администратор,53000,86000,RUR,Симферополь,2022-12-26T13:06:52+0300
Tech support / инженер технической поддержки,80000,,RUR,Новосибирск,2022-12-26T13:04:21+0300
Frontend-разработчик (Next.js),,,,Таиланд,2022-12-26T13:38:32+0300
Product Owner in QA,5500,7200,USD,Тбилиси,2022-12-26T13:30:38+0300
"Техник, Москва",66000,85000,RUR,Москва,2022-12-26T13:39:40+0300
Руководитель проектов (Middle),120000,,RUR,Москва,2022-12-26T13:31:08+0300
Backend разработчик,45000,80000,RUR,Петрозаводск,2022-12-26T13:26:17+0300
Копирайтер,300000,,KZT,Астана,2022-12-26T13:21:32+0300
Front-end React разработчик,,,,Тула,2022-12-26T13:04:24+0300
Дежурный инженер,,,,Калуга,2022-12-26T13:47:33+0300
Middle/Senior Stylized 3D Modeller (Gamedev),,,,Москва,2022-12-26T13:14:56+0300
"Сетевой инженер, Оzon bank",,,,Москва,2022-12-26T13:48:30+0300
Java-разработчик в Цифровой корпоративный банк,,,,Новосибирск,2022-12-26T13:09:25+0300
Frontend-разработчик (React Native),,,,Москва,2022-12-26T13:20:48+0300
Инженер-программист,38000,,RUR,Пермь,2022-12-26T13:37:32+0300
Инженер технической поддержки,,,,Омск,2022-12-26T13:20:36+0300
Контролер видеокамер,20000,40000,RUR,Армавир,2022-12-26T13:53:40+0300
Инженер баз данных,,,,Алматы,2022-12-26T13:14:11+0300
UX-researcher,,,,Санкт-Петербург,2022-12-26T13:26:58+0300
Помощник системного администратора,85000,,RUR,Москва,2022-12-26T13:19:49+0300
Менеджер it-проектов,110000,170000,RUR,Москва,2022-12-26T13:43:18+0300
Специалист технической поддержки в IT - компанию,,40000,RUR,Ростов-на-Дону,2022-12-26T13:08:14+0300
Аналитик,75000,,RUR,Санкт-Петербург,2022-12-26T13:22:31+0300
Ведущий специалист управления учетных систем,,,,Астана,2022-12-26T13:11:52+0300
Специалист службы заботы о клиентах,34500,,RUR,Ярославль,2022-12-26T13:55:11+0300
Сборщик ПК и терминалов,60000,80000,RUR,Москва,2022-12-26T13:04:32+0300
Инженер-программист микроконтроллеров,,140000,RUR,Санкт-Петербург,2022-12-26T13:22:54+0300
TechLead (Banking),400000,700000,RUR,Москва,2022-12-26T13:50:18+0300
"Верстальщик JS (frontend developer) (удаленно, сдельно)",20000,50000,RUR,Казань,2022-12-26T13:19:38+0300
Мастер по ремонту оборудования (шлагбаумы),90000,,RUR,Москва,2022-12-26T13:04:22+0300
Frontend-разработчик,120000,,RUR,Казань,2022-12-26T13:45:52+0300
Копирайтер/автор текстов (удаленно),40000,,RUR,Москва,2022-12-26T13:56:43+0300
Аналитик,,,,Москва,2022-12-26T13:22:30+0300
Инженер отдела материально-технического обеспечения,27000,,RUR,Соликамск,2022-12-26T13:25:18+0300
Системный администратор / DevOps инженер,40000,70000,RUR,Екатеринбург,2022-12-26T13:33:47+0300
Frontend-разработчик / Верстальщик,150000,200000,RUR,Москва,2022-12-26T13:08:32+0300
Оператор станка,30000,45000,RUR,Челябинск,2022-12-26T13:46:53+0300
Техник,,,,Красноярск,2022-12-26T13:22:37+0300
Backend QA Engineer,,,,Москва,2022-12-26T13:47:03+0300
Инженер-механик,50000,60000,RUR,Тюмень,2022-12-26T13:33:05+0300
Java-разработчик,,200000,RUR,Москва,2022-12-26T13:54:18+0300
Руководитель транспортного отдела,,80000,RUR,Нефтеюганск,2022-12-26T13:38:37+0300
Product Owner (QA),,,,Баку,2022-12-26T13:34:04+0300
Аналитик SQL,,,,Владивосток,2022-12-26T13:03:15+0300
Дизайнер-фотограф,75000,75000,RUR,Санкт-Петербург,2022-12-26T13:32:02+0300
Старший специалист отдела планирования и контроля,,,,Санкт-Петербург,2022-12-26T13:36:52+0300
Контролер технического состояния транспорта,55000,65000,RUR,Арзамас,2022-12-26T13:59:52+0300
Графический дизайнер,40000,,RUR,Одинцово,2022-12-26T13:42:43+0300
Разработчик NodeJS (стартап),100000,300000,RUR,Москва,2022-12-26T13:04:04+0300
Аналитик в команду опросов,,,,Москва,2022-12-26T13:37:04+0300
"Junior+/Middle контент-менеджер (B2B, IT)",80000,100000,RUR,Москва,2022-12-26T13:51:10+0300
Программист-разработчик Delphi + СУБД (FireBird),,,,Подольск (Московская область),2022-12-26T13:41:33+0300
Frontend-разработчик (React),110000,170000,RUR,Пермь,2022-12-26T13:22:16+0300
Project Manager (менеджер по управлению проектами),45000,90000,RUR,Новосибирск,2022-12-26T13:22:00+0300
Оператор станков с программным управлением,70000,,RUR,Самара,2022-12-26T13:22:06+0300
Специалист по программному обеспечению и сопровождению,55000,60000,RUR,Ростов-на-Дону,2022-12-26T13:17:13+0300
Java-разработчик Управления финансового мониторинга,,,,Москва,2022-12-26T13:41:53+0300
Аналитик проектов по оптимизации печатной инфраструктуры (OPS),,,,Москва,2022-12-26T13:46:17+0300
Специалист технической поддержки / помощник системного администратора,40000,,RUR,Санкт-Петербург,2022-12-26T13:11:48+0300
Редактор в Редакцию стран ближнего зарубежья (Узбекистан),,,,Москва,2022-12-26T13:42:05+0300
Инженер-программист (программист),35000,50000,RUR,Белгород,2022-12-26T13:07:49+0300
Системный администратор,40000,40000,RUR,Уфа,2022-12-26T13:27:27+0300
Инженер-тестировщик,60000,,RUR,Минск,2022-12-26T13:19:31+0300
Tech support / инженер технической поддержки,80000,,RUR,Москва,2022-12-26T13:04:21+0300
Специалист ИТ,,,,Владивосток,2022-12-26T13:04:19+0300
Бизнес-аналитик,,,,Москва,2022-12-26T13:08:27+0300
Backend QA Engineer,,,,Санкт-Петербург,2022-12-26T13:47:03+0300
Unity 3D Developer,250000,,RUR,Москва,2022-12-26T13:43:35+0300
"Ведущий специалист в ИТ-отдел (программист), Финансовое Управление города Новокузнецка",22000,,RUR,Новокузнецк,2022-12-26T13:11:07+0300
Frontend программист,40000,100000,RUR,Петрозаводск,2022-12-26T13:26:06+0300
Веб-аналитик,,,,Красноярск,2022-12-26T13:11:39+0300
Руководитель автохозяйства,100000,200000,RUR,Санкт-Петербург,2022-12-26T13:35:21+0300
Дизайнер мебели,1500,3500,BYR,Минск,2022-12-26T13:52:55+0300
Системный администратор,45000,,RUR,Шуя,2022-12-26T13:47:25+0300
Технический специалист WMS,60000,,RUR,Калининград,2022-12-26T13:10:56+0300
Бизнес-аналитик,,,,Омск,2022-12-26T13:35:56+0300
Программист MSSQL,120000,,RUR,Москва,2022-12-26T13:53:27+0300
Разработчик роботизации бизнес-процессов (Python),,,,Томск,2022-12-26T13:44:47+0300
".NET разработчик, Middle",,,,Санкт-Петербург,2022-12-26T13:57:12+0300
Фрезеровщик-универсал,80000,,RUR,Москва,2022-12-26T13:16:04+0300
Машинист экструдера,70700,80700,RUR,Москва,2022-12-26T13:22:06+0300
Системный администратор,80000,,RUR,Москва,2022-12-26T13:33:09+0300
Программист,114000,,RUR,Химки,2022-12-26T13:28:43+0300
Системный администратор / инженер отдела ИТ,65000,,RUR,Королев,2022-12-26T13:20:33+0300
Аналитик данных,,,,Пермь,2022-12-26T13:46:32+0300
Слесарь-ремонтник (ученик),45000,,RUR,Санкт-Петербург,2022-12-26T13:01:27+0300
Специалист по описанию бизнес-процессов,60000,70000,RUR,Санкт-Петербург,2022-12-26T13:22:25+0300
Специалист в отдел аналитики информационной безопасности,,100000,RUR,Нижний Новгород,2022-12-26T13:31:38+0300
Технический специалист (м. Водный стадион),,,,Москва,2022-12-26T13:57:20+0300
Редактор сайта,40000,40000,RUR,Сочи,2022-12-26T13:40:00+0300
Специалист call-центра Интернет-магазина МТС,30000,,RUR,Скопин,2022-12-26T13:10:21+0300
"Разработчик C# (удаленно, можно из-за границы)",,,,Новосибирск,2022-12-26T13:08:10+0300
Специалист по сопровождению SAP,,,,Волгоград,2022-12-26T13:27:23+0300
Product Owner in QA,5500,7200,USD,Алматы,2022-12-26T13:33:10+0300
Руководитель проекта MDM,,,,Москва,2022-12-26T13:50:16+0300
Data Engineer в МТС Маркетолог (Big Data),,,,Москва,2022-12-26T13:48:00+0300
Руководитель digital проектов,,,,Москва,2022-12-26T13:32:14+0300
Backend разработчик,,,,Санкт-Петербург,2022-12-26T13:47:02+0300
Программист микроконтроллеров (С/С++),,,,Пермь,2022-12-26T13:35:55+0300
Тестировщик программного обеспечения (Калининград),50000,80000,RUR,Калининград,2022-12-26T13:18:09+0300
Оператор станков с ЧПУ,,,,Псков,2022-12-26T13:52:04+0300
Заместитель руководителя дирекции (Дирекция по противодействию мошенничеству в ИС),,,,Москва,2022-12-26T13:31:56+0300
Сервисный инженер по ремонту и запуску станков с ЧПУ,100000,,RUR,Москва,2022-12-26T13:00:55+0300
Разработчик Python,80000,120000,RUR,Киров (Кировская область),2022-12-26T13:59:08+0300
Системный администратор,,,,Москва,2022-12-26T13:09:35+0300
Механик по эксплуатации,115000,115000,RUR,Омск,2022-12-26T13:37:34+0300
Специалист технической поддержки,,,,Курган,2022-12-26T13:12:49+0300
Руководитель проекта,160000,,RUR,Арзамас,2022-12-26T13:48:35+0300
Программист 1С,,,,Энгельс,2022-12-26T13:33:00+0300
Java-разработчик,,400000,RUR,Москва,2022-12-26T13:35:26+0300
Программист,114000,,RUR,Москва,2022-12-26T13:28:43+0300
Бизнес-аналитик / консультант (стажер),40000,55000,RUR,Казань,2022-12-26T13:49:12+0300
Инженер-программист АСУ ТП,100000,150000,RUR,Москва,2022-12-26T13:03:45+0300
Сервисный инженер (оборудование поверхностного монтажа),,,,Москва,2022-12-26T13:42:27+0300
Помощник дизайнера,25000,,RUR,Бийск,2022-12-26T13:27:44+0300
Токарь - полуавтоматчик,,40000,RUR,Волжский (Волгоградская область),2022-12-26T13:46:46+0300
Аналитик отдела продаж,,,,Ташкент,2022-12-26T13:12:06+0300
".NET разработчик, Middle",,,,Новосибирск,2022-12-26T13:57:12+0300
Мастер по ремонту топливной аппаратуры,70000,,RUR,Санкт-Петербург,2022-12-26T13:11:37+0300
Java разработчик (Депозитарий),,,,Санкт-Петербург,2022-12-26T13:40:03+0300
Графический дизайнер,200000,200000,KZT,Алматы,2022-12-26T13:00:11+0300
Java-developer,,,,Москва,2022-12-26T13:01:39+0300
Аналитик бизнес-процессов,60000,70000,RUR,Санкт-Петербург,2022-12-26T13:22:25+0300
Техник-программист,22000,,RUR,Тверь,2022-12-26T13:46:42+0300
Младший аналитик/Аналитик по операционной эффективности производства,,,,Москва,2022-12-26T13:24:14+0300
Разработчик .NET,180000,250000,RUR,Москва,2022-12-26T13:55:24+0300
Backend разработчик,,,,Москва,2022-12-26T13:47:02+0300
Аналитик в группу управления метаданными,,,,Москва,2022-12-26T13:23:27+0300
Руководитель направления,,,,Москва,2022-12-26T13:12:00+0300
Монтажница / монтажник РЭА,37000,,RUR,Красноярск,2022-12-26T13:21:21+0300
Эксперт в Отдел развития технологий CRM,,,,Москва,2022-12-26T13:16:01+0300
Менеджер по информационным технологиям,300000,500000,KZT,Астана,2022-12-26T13:06:54+0300
Бренд - менеджер (эксклюзивный дистрибьютор 15 мировых детских брендов),,,,Санкт-Петербург,2022-12-26T13:17:06+0300
Программист 1С,45000,,RUR,Барнаул,2022-12-26T13:03:39+0300
"Ведущий аналитик (со знанием SQL, VBA)",,,,Москва,2022-12-26T13:29:49+0300
Инженер-программист (разработчик),170000,200000,RUR,Уфа,2022-12-26T13:09:10+0300
Сотрудник на производство,50000,70000,RUR,Нижний Новгород,2022-12-26T13:41:16+0300
Ведущий программист (GNU/Linux),,150000,RUR,Санкт-Петербург,2022-12-26T13:01:27+0300
Старший технический специалист (удаленно),70000,,RUR,Москва,2022-12-26T13:18:16+0300
Системный администратор Linux,80000,,RUR,Санкт-Петербург,2022-12-26T13:36:48+0300
Разработчик автотестов на Python,70000,,RUR,Тверь,2022-12-26T13:46:42+0300
Системный администратор,,,,Москва,2022-12-26T13:22:34+0300
Менеджер по развитию на маркетплейсах,80000,150000,RUR,Москва,2022-12-26T13:07:27+0300
Печатник - продавец в копицентр,35000,,RUR,Тюмень,2022-12-26T13:17:43+0300
Рабочий по уборке территории,30000,31500,RUR,Санкт-Петербург,2022-12-26T13:49:13+0300
Сервисный инженер,60000,,RUR,Екатеринбург,2022-12-26T13:29:27+0300
Администратор СУБД,100000,,RUR,Уфа,2022-12-26T13:48:41+0300
Заместитель начальника управления бизнес систем/архитектор систем на платформе 1С,,,,Москва,2022-12-26T13:15:45+0300
Программист 1С,140000,,RUR,Ульяновск,2022-12-26T13:38:02+0300
UX/UI-дизайнер (Middle / Senior),,,,Ярославль,2022-12-26T13:55:16+0300
".NET разработчик, Middle",,,,Омск,2022-12-26T13:57:12+0300
Системный администратор,65000,,RUR,Казань,2022-12-26T13:41:51+0300
Инженер-программист (C++),110000,150000,RUR,Санкт-Петербург,2022-12-26T13:27:14+0300
Руководитель проекта,160000,,RUR,Воскресенское,2022-12-26T13:48:35+0300
Руководитель проекта по работе с госкорпорациями,60000,200000,RUR,Москва,2022-12-26T13:54:38+0300
Менеджер проектов,,,,Екатеринбург,2022-12-26T13:58:35+0300
Монтажник слаботочных систем,80000,,RUR,Сочи,2022-12-26T13:43:32+0300
Системный аналитик,250000,350000,RUR,Москва,2022-12-26T13:02:04+0300
Инженер видеонаблюдения,,,,Курск,2022-12-26T13:41:32+0300
Инженер-программист,,,,Самара,2022-12-26T13:06:19+0300
"SRE инженер, Ozon Fintech",,,,Москва,2022-12-26T13:40:19+0300
Разработчик NodeJS (стартап),100000,300000,RUR,Астана,2022-12-26T13:04:04+0300
Дизайнер,60000,65000,RUR,Ставрополь,2022-12-26T13:37:02+0300
